Suburb,BuildingArea,Latitude,Longitude
Brighton,209.0,-37.9082,144.9968
Hughesdale,185.0,-37.9002,145.0768
Caulfield North,176.0,-37.87206,145.03512
Hampton,120.0,-37.9449,145.0144
Yarraville,141.0,-37.8194,144.8826
Ashburton,93.0,-37.8696,145.0866
Ormond,91.0,-37.906,145.04
Oak Park,94.0,-37.7188,144.9243
Brunswick West,40.0,-37.75847,144.94226
Richmond,141.0,-37.82324,144.99174
Jacana,93.0,-37.6862,144.913
Elwood,60.0,-37.8857,144.9884
Footscray,73.0,-37.79711,144.88825
Spotswood,104.0,-37.8263,144.8775
Keilor East,201.0,-37.7449,144.8533
Richmond,120.0,-37.824,145.0052
Malvern East,224.0,-37.86652,145.0569
Bentleigh,0.0,-37.91456,145.04109
Brunswick East,55.0,-37.7717,144.9719
Bentleigh East,255.0,-37.91657,145.05534
Bundoora,120.0,-37.70415,145.06154
Maribyrnong,254.0,-37.78707,144.89842
Wantirna South,166.0,-37.8803,145.22177
Chadstone,86.0,-37.8794,145.10616
Glenroy,77.0,-37.7074,144.9086
Maribyrnong,85.0,-37.774,144.8797
Malvern East,126.0,-37.8807,145.0547
St Kilda,41.0,-37.8614,144.97407
Hampton East,75.0,-37.9367,145.0322
Airport West,105.0,-37.7217,144.8783
Box Hill,65.0,-37.8216,145.127
Preston,140.0,-37.7336,144.9958
Moonee Ponds,85.0,-37.7641,144.9073
Hawthorn East,110.0,-37.8233,145.0575
Footscray,90.0,-37.7949,144.9007
Flemington,143.0,-37.78346,144.9283
Lalor,160.0,-37.67605,145.03956
Balwyn North,130.0,-37.7926,145.0842
Oak Park,160.0,-37.7209,144.9158
Spotswood,277.0,-37.8261,144.8718
Eaglemont,93.0,-37.76689,145.05206
Greensborough,120.0,-37.71636,145.10116
Kensington,50.0,-37.7961,144.9261
Blackburn North,150.0,-37.80815,145.15441
Kensington,136.0,-37.7982,144.9202
Yarraville,104.0,-37.81551,144.88826
Glen Waverley,123.0,-37.8956,145.15502
Malvern East,196.0,-37.8723,145.0387
Bentleigh East,75.0,-37.9082,145.0681
West Footscray,129.0,-37.79591,144.87595
Glen Waverley,164.0,-37.88618,145.14701
Ascot Vale,168.0,-37.7756,144.9208
Hawthorn East,87.0,-37.82524,145.05568
Pascoe Vale,163.0,-37.72521,144.93482
Dandenong North,136.0,-37.94694,145.21876
Burwood,150.0,-37.8507,145.109
Hawthorn East,162.0,-37.8302,145.0542
Coburg,181.0,-37.74043,144.95909
Hoppers Crossing,142.0,-37.86658,144.71221
Thomastown,116.0,-37.68164,144.99769
Bentleigh East,160.0,-37.9179,145.0592
Abbotsford,91.0,-37.8016,144.9956
Doncaster,185.0,-37.7912,145.1127
Richmond,63.0,-37.8193,144.9976
South Melbourne,141.0,-37.8383,144.9499
Richmond,62.0,-37.8258,145.0057
Airport West,100.0,-37.72459,144.87406
Airport West,101.0,-37.7231,144.8802
Templestowe Lower,123.0,-37.767,145.1097
South Kingsville,83.0,-37.8315,144.8693
Yarraville,171.0,-37.8217,144.8842
Cremorne,100.0,-37.8283,144.9946
Essendon,134.0,-37.74936,144.89669
Abbotsford,73.0,-37.8011,145.0004
Sunshine,130.0,-37.78703,144.84569
Essendon,135.0,-37.7399,144.8964
Moonee Ponds,120.0,-37.7708,144.9093
Rosanna,135.0,-37.7412,145.0642
Thornbury,156.0,-37.7602,144.9878
Spotswood,37.0,-37.8291,144.8848
Doncaster,163.0,-37.7901,145.1341
Keilor Park,150.0,-37.724,144.8514
Windsor,46.0,-37.8568,145.0004
Coburg North,107.0,-37.7297,144.9654
Toorak,62.0,-37.8474,145.0078
Yarraville,139.0,-37.8108,144.8899
Glen Huntly,68.0,-37.8866,145.0396
Sunshine North,181.6,-37.76508,144.83629
Camberwell,88.0,-37.8438,145.066
Essendon,107.0,-37.75382,144.89167
Hadfield,103.0,-37.7098,144.9424
Thornbury,130.0,-37.7566,144.9965
Brunswick,112.0,-37.766,144.96076
Coburg,73.0,-37.7435,144.9563
Brighton East,224.0,-37.92851,145.00533
Box Hill,133.0,-37.82703,145.12938
Ringwood East,151.0,-37.81186,145.25419
Coburg North,124.0,-37.72768,144.95985
Burwood,94.0,-37.85621,145.10641
Sunshine West,155.0,-37.7894,144.8027
Kealba,155.0,-37.7378,144.8264
Templestowe Lower,121.0,-37.77607,145.12471
Caulfield,100.0,-37.8865,145.0302
Glen Iris,80.0,-37.8555,145.0518
Preston,146.0,-37.7506,144.99
Forest Hill,155.0,-37.83647,145.16176
Chadstone,158.0,-37.8801,145.1051
Doncaster,218.0,-37.7869,145.1183
Prahran,200.0,-37.85793,145.00734
Watsonia North,116.0,-37.7004,145.09033
Keilor East,138.0,-37.7434,144.881
Kensington,55.0,-37.794,144.923
Lalor,113.0,-37.67146,145.03232
Hawthorn East,69.0,-37.8318,145.0448
Mentone,144.0,-37.98019,145.09049
Glen Iris,136.0,-37.8571,145.0766
Burnside,174.0,-37.74518,144.74708
Kingsbury,120.0,-37.7126,145.03
Pascoe Vale,88.3,-37.71865,144.95018
Yallambie,212.0,-37.73022,145.08361
Bayswater North,148.0,-37.82809,145.29287
Kingsville,179.0,-37.8115,144.8763
Albion,97.0,-37.78089,144.81141
Burwood,210.0,-37.8599,145.1101
Hawthorn East,72.0,-37.82224,145.05763
Ormond,69.0,-37.903,145.0452
Niddrie,94.0,-37.736,144.8886
Richmond,95.0,-37.8198,145.005
Footscray,151.0,-37.7914,144.8957
Northcote,135.0,-37.77984,144.99786
Bentleigh East,156.0,-37.92176,145.07477
Brunswick,101.0,-37.75815,144.97366
Kew,107.0,-37.79438,145.03369
Carnegie,175.0,-37.89086,145.06327
Collingwood,92.0,-37.8035,144.985
Craigieburn,0.0,-37.60902,144.91279
Craigieburn,170.0,-37.57452,144.90666
Hampton East,164.0,-37.9433,145.0377
Roxburgh Park,0.0,-37.61388,144.9227
Kew,109.0,-37.81439,145.04237
Camberwell,176.0,-37.8378,145.089
Richmond,174.0,-37.8183,145.0079
Williamstown North,159.0,-37.855,144.8742
Fairfield,77.0,-37.7845,145.0105
Glenroy,131.27,-37.69795,144.94285
Hawthorn,73.0,-37.8177,145.0424
Spotswood,0.0,-37.8294,144.8841
Malvern East,130.0,-37.8812,145.057
Doncaster,150.0,-37.7813,145.1318
Armadale,3.0,-37.8542,145.0135
Glen Iris,74.0,-37.8468,145.0515
Bayswater North,147.0,-37.82391,145.30266
Ormond,154.0,-37.90087,145.03959
Coburg,74.0,-37.7405,144.9644
Surrey Hills,286.0,-37.8354,145.1001
Essendon,147.0,-37.74476,144.92504
Ferntree Gully,120.0,-37.87275,145.26325
Sandringham,119.0,-37.95056,145.01757
Coburg,151.0,-37.7536,144.9579
Murrumbeena,172.0,-37.9043,145.0622
Fairfield,75.0,-37.7732,145.0193
Toorak,119.0,-37.8427,145.0236
Epping,165.0,-37.61983,144.99608
Moonee Ponds,110.0,-37.76856,144.90577
Broadmeadows,134.0,-37.68188,144.92893
Fitzroy North,118.0,-37.7829,144.9782
Prahran,64.0,-37.857,145.0027
Sunshine,85.0,-37.7982,144.823
Balwyn,80.0,-37.812,145.0876
Kensington,60.0,-37.79023,144.92335
Eaglemont,290.0,-37.7615,145.0705
Fitzroy North,175.0,-37.7797,144.9861
Doncaster,170.0,-37.7939,145.1392
Carlton,90.0,-37.7947,144.9724
South Melbourne,83.0,-37.8341,144.9713
Maribyrnong,130.0,-37.78667,144.88834
Elsternwick,142.0,-37.8861,145.0014
Newport,181.0,-37.84445,144.87966
Balwyn North,215.0,-37.7988,145.0726
Elsternwick,110.0,-37.8845,144.999
Footscray,99.0,-37.795,144.883
Coburg North,131.0,-37.7242,144.9612
Preston,119.0,-37.7302,144.998
Meadow Heights,136.0,-37.64477,144.92889
Moonee Ponds,164.0,-37.7627,144.9278
Altona Meadows,166.0,-37.87536,144.77117
Footscray,161.0,-37.7983,144.8911
Brunswick,132.0,-37.7741,144.9703
Altona,148.0,-37.8614,144.81931
Kew East,127.0,-37.7922,145.0518
Glenroy,85.0,-37.6966,144.9331
Port Melbourne,194.0,-37.83964,144.935
Hughesdale,128.0,-37.8994,145.0816
Keilor East,126.0,-37.7378,144.8705
Footscray,106.0,-37.7977,144.904
Preston,90.0,-37.7479,145.0153
Pascoe Vale,287.0,-37.7256,144.9383
Point Cook,188.0,-37.91058,144.74061
Hawthorn East,60.0,-37.8254,145.047
Hawthorn East,113.0,-37.8373,145.0455
Footscray,90.0,-37.7968,144.8887
Brunswick,93.0,-37.7676,144.9659
Preston,72.0,-37.7455,144.9954
Footscray,75.0,-37.7919,144.8854
Newport,122.0,-37.84668,144.8904
Keilor East,166.0,-37.73936,144.85874
Craigieburn,176.0,-37.57606,144.90624
Newport,112.0,-37.8459,144.8877
Spotswood,127.0,-37.8267,144.8779
Balwyn,253.0,-37.8149,145.0747
Brunswick,157.0,-37.7656,144.9562
Derrimut,166.0,-37.78213,144.75637
Aberfeldie,205.0,-37.7584,144.8968
Brunswick West,67.0,-37.7686,144.9421
Hillside,273.0,-37.6843,144.7357
Epping,125.0,-37.64097,145.05757
Essendon,149.0,-37.75126,144.89558
Greenvale,300.0,-37.65137,144.89972
North Melbourne,64.0,-37.7936,144.9426
Brunswick East,140.0,-37.76262,144.97733
Bulleen,170.0,-37.7779,145.0827
Northcote,40.0,-37.7827,144.9999
Airport West,84.0,-37.7294,144.888
Niddrie,290.0,-37.7391,144.8875
Kensington,70.0,-37.79122,144.93175
South Morang,298.0,-37.61672,145.0689
Ivanhoe East,249.0,-37.7759,145.063
Point Cook,152.0,-37.90997,144.73585
Abbotsford,86.0,-37.8055,144.9961
Armadale,91.0,-37.853,145.0264
Malvern,156.0,-37.86115,145.03217
Clarinda,150.0,-37.93764,145.10087
Mill Park,130.0,-37.6641,145.05123
Abbotsford,60.0,-37.8015,144.9972
Craigieburn,171.0,-37.5688,144.9016
Prahran,100.0,-37.85931,145.00616
Hawthorn,103.0,-37.8172,145.0243
Preston,121.0,-37.7366,145.0063
Werribee,143.0,-37.88421,144.67869
Yarraville,104.0,-37.8171,144.8753
Coburg,109.0,-37.75535,144.96481
Preston,73.0,-37.7514,145.0118
Bentleigh East,207.0,-37.9245,145.0507
Croydon,184.0,-37.79725,145.29651
Eltham,177.0,-37.7151,145.1554
Coburg,130.0,-37.7493,144.978
Blackburn South,240.0,-37.83702,145.15345
Hadfield,122.0,-37.71425,144.95013
Oak Park,173.0,-37.7152,144.9165
Hawthorn,132.0,-37.8139,145.0243
Abbotsford,93.0,-37.80124,144.99459
Glenroy,97.0,-37.71121,144.92259
Glen Waverley,163.0,-37.8939,145.14707
Kew,147.2,-37.7944,145.0327
Brighton East,212.0,-37.9075,145.0248
Preston,90.0,-37.7341,145.0275
Maribyrnong,183.84,-37.7816,144.88999
Flemington,52.0,-37.783,144.932
Greenvale,230.0,-37.61236,144.90753
Glenroy,99.0,-37.7098,144.9163
Mulgrave,130.0,-37.9298,145.16524
Craigieburn,214.0,-37.57201,144.90897
Eltham,104.0,-37.73209,145.13845
Malvern East,243.0,-37.8771,145.0505
Williamstown,170.0,-37.8671,144.9001
Hadfield,102.0,-37.7128,144.9471
Coburg,209.0,-37.73697,144.97568
Taylors Hill,208.0,-37.71823,144.75695
Yarraville,54.0,-37.8105,144.8952
Footscray,156.0,-37.7958,144.9024
Glen Waverley,28.0,-37.88984,145.18016
Kew,190.0,-37.812,145.0268
Coburg North,86.0,-37.721,144.9527
Keilor,104.0,-37.71296,144.82223
Truganina,226.0,-37.83909,144.70557
Werribee,202.0,-37.8917,144.66725
Brighton,211.0,-37.90841,145.00497
Bentleigh East,256.0,-37.9256,145.0533
North Melbourne,170.0,-37.8039,144.9424
Mitcham,99.0,-37.81566,145.18819
Moorabbin,187.0,-37.9387,145.0398
Ascot Vale,104.0,-37.7791,144.914
Bentleigh East,188.0,-37.93228,145.07026
Coburg,109.0,-37.7403,144.9491
Bentleigh,178.0,-37.9241,145.048
Chadstone,127.0,-37.88289,145.09871
Ashwood,115.0,-37.87105,145.10198
Canterbury,216.0,-37.8206,145.0785
Williamstown,61.0,-37.8563,144.8995
Richmond,141.0,-37.81952,144.99673
Watsonia,129.0,-37.7078,145.0807
Balwyn North,199.0,-37.7898,145.1021
Truganina,134.0,-37.83963,144.71487
Brunswick West,148.0,-37.7628,144.9459
Newport,159.0,-37.8411,144.889
Newport,235.0,-37.8439,144.8733
Balwyn North,112.0,-37.7996,145.0959
Preston,106.0,-37.7442,145.0168
Brunswick,184.0,-37.76166,144.95065
Preston,115.0,-37.7287,144.9869
Port Melbourne,105.0,-37.8368,144.9463
Yarraville,126.0,-37.8227,144.8955
Moonee Ponds,156.0,-37.7607,144.9314
Mill Park,116.0,-37.6734,145.0695
Bentleigh East,68.11,-37.911,145.0711
Canterbury,104.0,-37.8326,145.081
Malvern East,160.0,-37.8792,145.0869
Mitcham,136.0,-37.8236,145.20898
Flemington,150.0,-37.7857,144.9305
Cheltenham,133.0,-37.96402,145.06658
Diamond Creek,101.0,-37.67786,145.14673
Hawthorn,106.0,-37.8163,145.0251
Northcote,81.0,-37.7665,144.9955
Doncaster East,117.0,-37.77859,145.15755
Thornbury,120.0,-37.75231,144.99023
Mordialloc,42.0,-38.00331,145.09425
Bentleigh,188.0,-37.92211,145.0466
Brighton East,213.0,-37.9162,145.0219
Bentleigh,133.0,-37.92647,145.04636
Bentleigh East,160.0,-37.9274,145.0654
Hawthorn,144.0,-37.81309,145.01736
South Morang,184.0,-37.63066,145.08307
Hoppers Crossing,121.0,-37.87263,144.66732
Yallambie,154.0,-37.7285,145.085
Ashwood,152.0,-37.8621,145.1126
Box Hill,130.0,-37.8154,145.1355
North Melbourne,84.0,-37.802,144.9459
Richmond,44.0,-37.8127,145.0094
Balwyn,129.0,-37.8128,145.0975
Moonee Ponds,157.0,-37.7658,144.9167
Elwood,83.0,-37.8725,144.9854
Jacana,76.0,-37.69064,144.91105
Kew,51.0,-37.7997,145.0304
Essendon West,291.0,-37.75148,144.88519
Burwood,106.0,-37.8554,145.1089
Brunswick,209.0,-37.7624,144.9671
Hadfield,176.0,-37.704,144.9399
Port Melbourne,86.0,-37.8416,144.939
Fawkner,103.0,-37.6985,144.9615
Werribee,282.0,-37.90335,144.61119
Moonee Ponds,59.0,-37.7597,144.9188
Brunswick West,93.0,-37.7659,144.9494
Bentleigh,121.0,-37.9273,145.0479
Glenroy,97.0,-37.69824,144.92347
Bentleigh East,296.0,-37.9143,145.0699
Craigieburn,131.0,-37.56692,144.90448
Altona North,130.0,-37.8318,144.8388
Yarraville,47.0,-37.8111,144.887
Thornbury,103.0,-37.75267,145.00362
Parkville,249.0,-37.7767,144.9403
Kew,183.0,-37.8125,145.043
Altona,136.0,-37.86,144.8245
Port Melbourne,108.0,-37.8327,144.9474
Hawthorn East,228.0,-37.8337,145.0469
Northcote,188.0,-37.76898,144.9858
Moorabbin,150.0,-37.9428,145.044
Hoppers Crossing,136.0,-37.87498,144.69617
Thornbury,72.0,-37.7564,145.0026
Abbotsford,150.0,-37.8093,144.9944
Ascot Vale,162.0,-37.77727,144.92655
Coburg,107.0,-37.7445,144.9471
Keilor East,272.0,-37.73247,144.87241
Sunshine,115.0,-37.7793,144.8427
Brunswick,80.0,-37.7634,144.9616
Hawthorn,227.0,-37.83508,145.0429
West Melbourne,195.0,-37.805,144.9448
Richmond,118.0,-37.8181,145.007
Heidelberg West,85.0,-37.7399,145.0369
Bundoora,0.0,-37.69939,145.06567
Ashwood,88.0,-37.8709,145.102
Carnegie,40.0,-37.8945,145.0648
Carnegie,46.0,-37.8944,145.0616
Kew,232.0,-37.80121,145.04581
Niddrie,225.0,-37.7386,144.8902
Williamstown North,203.0,-37.85593,144.8785
Heidelberg West,85.0,-37.7444,145.047
Ascot Vale,110.0,-37.7779,144.9133
Glen Iris,87.0,-37.85258,145.08589
Footscray,101.0,-37.7951,144.8901
Mount Waverley,160.0,-37.88859,145.13335
Mount Waverley,238.0,-37.87164,145.12466
Newport,62.0,-37.8491,144.8903
Balwyn,155.0,-37.8057,145.0825
North Melbourne,65.0,-37.9394,145.089
Epping,190.0,-37.62145,145.01051
Mentone,241.0,-37.97761,145.07659
Williamstown,190.0,-37.861,144.8985
Forest Hill,296.0,-37.83633,145.16873
Bentleigh East,165.0,-37.9117,145.0534
Brunswick,156.0,-37.7722,144.9681
St Albans,113.0,-37.7496,144.80748
Ivanhoe East,216.0,-37.77454,145.05212
Doncaster East,200.0,-37.75869,145.17728
Ashwood,132.0,-37.87229,145.10489
Brighton East,119.0,-37.9205,145.0102
Maidstone,80.0,-37.7844,144.8665
Melbourne,89.0,-37.8095,144.9691
Werribee,125.0,-37.88688,144.67244
Oakleigh,103.0,-37.8968,145.0983
Port Melbourne,83.0,-37.8392,144.9421
Jacana,92.0,-37.6889,144.9109
Brighton East,203.0,-37.931,145.0163
West Melbourne,83.0,-37.8091,144.952
Pascoe Vale,116.0,-37.71798,144.93965
Coburg,100.0,-37.74483,144.97269
Burwood,111.0,-37.8538,145.127
Craigieburn,205.0,-37.60752,144.91478
Lalor,121.0,-37.67323,145.03976
Malvern,191.0,-37.8654,145.0297
Elsternwick,79.0,-37.8838,145.0095
Brunswick,108.0,-37.7572,144.9687
Brighton East,245.0,-37.9084,145.0221
Caulfield East,208.0,-37.8868,145.0462
Northcote,110.0,-37.7634,144.9985
Glen Iris,0.0,-37.85776,145.07998
Fairfield,117.0,-37.77788,145.01964
Ivanhoe,158.0,-37.7634,145.0439
Heidelberg West,74.0,-37.7349,145.0398
Thornbury,164.0,-37.76021,144.98781
Malvern East,201.0,-37.8695,145.05
Carnegie,200.0,-37.8955,145.0515
Carnegie,106.0,-37.8886,145.052
Elwood,206.0,-37.8784,144.98019
Maribyrnong,196.0,-37.7844,144.8876
Newport,179.0,-37.8477,144.8753
Kingsville,123.0,-37.8108,144.8819
Hawthorn,82.3,-37.832,145.0431
Coburg,70.0,-37.7474,144.9608
Thornbury,251.0,-37.76281,145.01986
Ringwood,100.0,-37.80902,145.23561
Malvern East,112.0,-37.86455,145.04132
Glen Waverley,133.0,-37.89873,145.15072
Fawkner,94.3,-37.70037,144.97007
Gladstone Park,197.0,-37.68959,144.88768
Werribee,137.0,-37.89347,144.66679
Collingwood,82.0,-37.7961,144.9874
Hampton East,116.0,-37.94163,145.03537
Brunswick,200.0,-37.7733,144.9599
South Morang,151.0,-37.65263,145.0977
Watsonia,132.0,-37.705,145.0825
Doncaster East,258.0,-37.77524,145.16846
Brunswick East,191.0,-37.7735,144.9833
Fawkner,135.0,-37.7106,144.9682
Elwood,90.0,-37.87449,144.99059
Heidelberg,136.0,-37.7504,145.0643
Coolaroo,132.0,-37.65776,144.92875
Elwood,67.0,-37.8811,144.9797
Wantirna South,163.0,-37.88366,145.22212
Thornbury,153.0,-37.7601,145.0122
Coburg,164.0,-37.7555,144.9658
Glen Waverley,187.0,-37.87327,145.18531
Murrumbeena,200.0,-37.90584,145.0725
Brighton East,126.0,-37.9153,145.0142
Diamond Creek,243.0,-37.67695,145.14187
Kensington,110.0,-37.79013,144.92359
Hampton,109.0,-37.9338,145.0226
Flemington,103.0,-37.7813,144.9238
Heidelberg West,99.0,-37.7445,145.0386
Blackburn North,161.0,-37.8051,145.14351
Seddon,98.0,-37.8078,144.8972
Windsor,96.0,-37.8518,144.9868
Caulfield North,53.3,-37.8681,145.02576
Hampton East,191.0,-37.94212,145.03043
Coburg,117.0,-37.75,144.9695
Airport West,134.0,-37.7218,144.8837
Croydon North,142.0,-37.7677,145.2888
Seddon,211.0,-37.8033,144.8897
Richmond,119.0,-37.8225,145.0007
Boronia,1.0,-37.8476,145.29493
Carlton North,76.0,-37.7902,144.97
Strathmore,137.0,-37.7199,144.9044
Essendon,62.0,-37.7494,144.92096
Balwyn North,160.0,-37.7947,145.1035
Bulleen,212.0,-37.7689,145.0895
Epping,0.0,-37.62844,145.00884
Preston,65.0,-37.7377,144.9899
Balwyn North,154.0,-37.78144,145.07996
Donvale,238.0,-37.7739,145.181
Abbotsford,128.0,-37.8022,144.9954
Sunshine North,155.0,-37.7708,144.8401
Coburg,110.0,-37.744,144.9501
Coburg,100.0,-37.7379,144.9617
Eaglemont,148.0,-37.7623,145.0569
Williamstown,50.0,-37.86045,144.89185
Flemington,46.0,-37.7826,144.9311
Ivanhoe,222.0,-37.76086,145.05177
Werribee,132.0,-37.8956,144.6588
Balwyn,115.0,-37.8099,145.0792
Greensborough,190.0,-37.70077,145.12743
Northcote,126.0,-37.7668,145.0149
Fitzroy North,133.0,-37.7923,144.9776
Preston,120.0,-37.7395,144.9843
Brunswick,126.0,-37.7619,144.959
Hadfield,251.0,-37.715,144.9475
Craigieburn,225.5,-37.59715,144.89656
Highett,100.0,-37.94763,145.02717
Fitzroy North,72.0,-37.788,144.9791
Craigieburn,207.0,-37.57416,144.91269
Collingwood,63.0,-37.7981,144.9883
Seddon,127.0,-37.8045,144.8898
Doncaster,109.0,-37.7776,145.1267
Werribee,125.0,-37.88632,144.67582
Collingwood,46.0,-37.79597,144.99108
Airport West,178.0,-37.73344,144.88925
Yallambie,0.0,-37.7204,145.1088
North Melbourne,106.0,-37.8043,144.9437
Wantirna,200.0,-37.85639,145.23536
Kensington,132.0,-37.7926,144.9197
South Yarra,104.0,-37.8425,144.9921
Newport,165.0,-37.841,144.8874
Balwyn North,188.0,-37.7949,145.1014
Heidelberg Heights,90.0,-37.7422,145.05
Newport,158.0,-37.8435,144.8788
Brunswick,126.0,-37.7776,144.963
Albion,102.0,-37.7792,144.8117
Richmond,124.0,-37.8201,144.9898
Northcote,230.0,-37.7677,145.0085
Caulfield,99.0,-37.88776,145.03364
Caroline Springs,135.0,-37.72396,144.74698
St Kilda,98.0,-37.8636,144.9749
Clifton Hill,90.0,-37.7881,145.0058
Sunshine,110.0,-37.7939,144.8261
Brighton East,165.0,-37.91053,145.02447
Altona North,134.0,-37.83511,144.84905
Hillside,265.0,-37.68197,144.73107
Meadow Heights,115.0,-37.65171,144.92752
Brunswick,100.0,-37.7575,144.9647
Caulfield North,53.0,-37.87972,145.03351
Richmond,184.0,-37.8278,144.9984
South Yarra,106.0,-37.8383,144.9995
Hawthorn,97.0,-37.8285,145.04022
Flemington,138.0,-37.78161,144.92649
Brighton,36.0,-37.91414,145.00527
Kew,80.0,-37.8013,145.0335
South Yarra,62.0,-37.8323,144.9876
Hoppers Crossing,151.0,-37.85701,144.70883
Kew,80.0,-37.8012,145.0361
Oak Park,111.0,-37.7143,144.9092
Kingsville,74.0,-37.8083,144.8775
Preston,127.0,-37.75,144.9846
Port Melbourne,80.0,-37.84426,144.94415
Footscray,141.0,-37.7962,144.8851
Westmeadows,135.0,-37.67474,144.90624
Attwood,278.0,-37.67061,144.89095
Keysborough,170.0,-37.9865,145.16767
West Melbourne,209.0,-37.80947,144.94473
Hughesdale,184.0,-37.898,145.0815
Greenvale,200.0,-37.64374,144.88919
Oakleigh South,122.0,-37.9196,145.0876
Richmond,116.0,-37.8131,145.005
Bentleigh,143.0,-37.9311,145.0428
Highett,172.0,-37.95049,145.03915
Brunswick East,113.0,-37.7713,144.9744
Flemington,98.0,-37.78449,144.93482
Newport,159.0,-37.84795,144.87468
Northcote,108.0,-37.78323,145.00957
Hawthorn,47.0,-37.82694,145.03094
Carnegie,73.0,-37.8897,145.0524
Yarraville,206.0,-37.8139,144.8741
Kew,90.0,-37.8071,145.0243
Keilor Park,146.0,-37.7263,144.8584
Airport West,130.0,-37.7302,144.8855
Dandenong North,200.0,-37.94264,145.21786
Coburg,189.0,-37.7432,144.9481
Bundoora,144.0,-37.7002,145.06517
Bayswater,198.0,-37.84613,145.25606
Ashwood,115.0,-37.86394,145.09702
Balwyn North,152.0,-37.79284,145.10082
Collingwood,97.0,-37.8035,144.985
Collingwood,104.0,-37.7948,144.9875
Wantirna,250.0,-37.85823,145.21613
Gowanbrae,264.0,-37.705,144.9004
Heidelberg West,86.0,-37.7456,145.0397
Bayswater North,115.0,-37.82273,145.27323
Keilor East,265.0,-37.75003,144.87261
Collingwood,88.0,-37.79853,144.99256
Glen Iris,115.0,-37.8577,145.0576
Williamstown,150.0,-37.86157,144.8926
Keilor Downs,132.0,-37.71497,144.79838
Collingwood,86.0,-37.7962,144.9887
St Kilda,70.0,-37.8614,144.9793
Brunswick East,91.0,-37.77818,144.97412
Keilor East,212.0,-37.7459,144.8788
Footscray,3.0,-37.7948,144.8868
